deal,Buyer:Lawyer 1,Buyer:Lawyer 1 Law Firm,Buyer:Lawyer 2,Buyer:Lawyer 2 Law Firm,Buyer:Lawyer 3,Buyer:Lawyer 3 Law Firm,Buyer:Lawyer 4,Buyer:Lawyer 4 Law Firm,Buyer:Lawyer 5,Buyer:Lawyer 5 Law Firm,Buyer:Lawyer 6,Buyer:Lawyer 6 Law Firm,Buyer:Lawyer 7,Buyer:Lawyer 7 Law Firm,Buyer:Lawyer 8,Buyer:Lawyer 8 Law Firm,Target/Seller:Lawyer 1,Target/Seller:Lawyer 1 Law Firm,Target/Seller:Lawyer 2,Target/Seller:Lawyer 2 Law Firm,Target/Seller:Lawyer 3,Target/Seller:Lawyer 3 Law Firm,Target/Seller:Lawyer 4,Target/Seller:Lawyer 4 Law Firm,Target/Seller:Lawyer 5,Target/Seller:Lawyer 5 Law Firm,Target/Seller:Lawyer 6,Target/Seller:Lawyer 6 Law Firm,Target/Seller:Lawyer 7,Target/Seller:Lawyer 7 Law Firm,Target/Seller:Lawyer 8,Target/Seller:Lawyer 8 Law Firm
055 - Hartford Life and Accident Insurance Company acquisition of certain assets.docx,NA,NA,David W. Alberts,Mayer Brown LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Hartford Life and Accident Insurance Company acquisition of certain assets.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael Groll,Willkie Farr & Gallagher LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Hartford Life and Accident Insurance Company acquisition of certain assets.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rajab S. Abbassi,Willkie Farr & Gallagher LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Matthews International Corporation acquisition of equity interests of Auro.docx,Michael Winterhalter,"Cohen & Grigsby, PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Matthews International Corporation acquisition of equity interests of Auro.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angelo Bonvino,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - MetLife Inc acquisition of equity interests of Logan Circle Partners LP an.docx,Floyd I. Wittlin,"Morgan, Lewis & Bockius LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - MetLife Inc acquisition of equity interests of Logan Circle Partners LP an.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joseph A. Coco,"Skadden, Arps, Slate, Meagher & Flom LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - MetLife Inc acquisition of equity interests of Logan Circle Partners LP an.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peter D. Serating,"Skadden, Arps, Slate, Meagher & Flom LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Myriad Genetics Inc and Counsyl Inc merger.docx,Jonathan L. Kravetz,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Myriad Genetics Inc and Counsyl Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barbara Borden,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Myriad Genetics Inc and Counsyl Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael Tenta,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - PetIQ Inc acquisition of equity interests of Community Veterinary Clinics .docx,Dominick P. DeChiara,Winston & Strawn LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - PetIQ Inc acquisition of equity interests of Community Veterinary Clinics .docx,NA,NA,Bryan Goldstein,Winston & Strawn LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - PetIQ Inc acquisition of equity interests of Community Veterinary Clinics .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simon Inman,"Carle, Mackie, Power & Ross LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Proofpoint Inc and Wombat Security Technologies Inc merger.docx,Kris S. Withrow,Fenwick & West LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Proofpoint Inc and Wombat Security Technologies Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas G. Buchanan,Buchanan Ingersoll & Rooney PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Syncsort Incorporated acquisition of subsidiary equity interests and certa.docx,Atif I. Azher,Simpson Thacher & Bartlett LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Syncsort Incorporated acquisition of subsidiary equity interests and certa.docx,NA,NA,Naveed Anwar,Simpson Thacher & Bartlett LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Syncsort Incorporated acquisition of subsidiary equity interests and certa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ting S. Chen,"Cravath, Swaine & Moore LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Syncsort Incorporated acquisition of subsidiary equity interests and certa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David J. Perkins,"Cravath, Swaine & Moore LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Talos Energy Offshore LLC acquisition of certain assets of Stone Energy Co.docx,NA,Not disclosed at signing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Talos Energy Offshore LLC acquisition of certain assets of Stone Energy Co.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not disclosed at signing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - The JG Wentworth Company acquisition of stock of WestStar Mortgage Inc.docx,Thomas F. Cooney,K&L Gates LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - The JG Wentworth Company acquisition of stock of WestStar Mortgage Inc.docx,NA,NA,Lori Lasher,Reed Smith LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - The JG Wentworth Company acquisition of stock of WestStar Mortgage Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Sands,Sheppard Mullin Richter & Hampton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - The JG Wentworth Company acquisition of stock of WestStar Mortgage Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ariel Yehezkel,Sheppard Mullin Richter & Hampton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Walgreen Co acquisition of certain assets of Fred's Stores of Tennessee In.docx,Chris Abbinante,Sidley Austin LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Walgreen Co acquisition of certain assets of Fred's Stores of Tennessee In.docx,NA,NA,NA,Weil Gotshal & Manges LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Walgreen Co acquisition of certain assets of Fred's Stores of Tennessee In.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David D'Urso,Akin Gump Strauss Hauer & Feld LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Worthington Industries Inc and New AMTROL Holdings Inc merger.docx,Elizabeth Turrell Farrar,"Vorys, Sater, Seymour and Pease LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Worthington Industries Inc and New AMTROL Holdings Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Douglas Gray,Locke Lord LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Zayo Group LLC acquisition of stock of 360networks holdings (USA) inc.docx,Steven Talley,"Gibson, Dunn & Crutcher LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Zayo Group LLC acquisition of stock of 360networks holdings (USA) inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruce Tattrie,Fasken Martineau DuMoulin LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
055 - Zayo Group LLC acquisition of stock of 360networks holdings (USA) inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrew Bor,Perkins Coie LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - AK Steel Holding Corporation acquisition of stock of Solar Fuel Company In.docx,Warren J. Hoffmann,Frost Brown Todd LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - AK Steel Holding Corporation acquisition of stock of Solar Fuel Company In.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bradley E. Smith,McCann Garland Ridall & Burke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - AmWINS Holdings LLC acquisition of stock of Bliss and Glennon Inc and eRei.docx,David W. Dabbs,"Robinson, Bradshaw & Hinson, P.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - AmWINS Holdings LLC acquisition of stock of Bliss and Glennon Inc and eRei.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W. Benjamin Barkley,Kilpatrick Townsend & Stockton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Callon Petroleum Company acquisition of certain assets of Cimarex Energy C.docx,Bill Nelson,"Haynes and Boone, LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Callon Petroleum Company acquisition of certain assets of Cimarex Energy C.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phil Clark,Bryan Cave LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Campbell Soup Company acquisition of stock of Pacific Foods of Oregon Inc.docx,Solomon Hunter Jr.,Pepper Hamilton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Campbell Soup Company acquisition of stock of Pacific Foods of Oregon Inc.docx,NA,NA,NA,Jones Day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Campbell Soup Company acquisition of stock of Pacific Foods of Oregon Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruce Berning,Tonkon Torp LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Charter Financial Corporation and Resurgens Bancorp merger.docx,Mark C. Kanaly,Alston & Bird LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Charter Financial Corporation and Resurgens Bancorp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. Brennan Ryan,"Nelson Mullins Riley & Scarborough, LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Coupa Software Incorporated acquisition of equity interests of Hiperos LLC.docx,Daniel O'Connor,Gunderson Dettmer Stough Villeneuve Franklin & Hachigian LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Coupa Software Incorporated acquisition of equity interests of Hiperos LLC.docx,NA,NA,John Olson,Gunderson Dettmer Stough Villeneuve Franklin & Hachigian LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Coupa Software Incorporated acquisition of equity interests of Hiperos LLC.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen L. Ritchie,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Coupa Software Incorporated acquisition of equity interests of Hiperos LLC.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark A. Fennell,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Coupa Software Incorporated acquisition of equity interests of Hiperos LLC.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel A. Guerin,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Devicor Medical Products Inc acquisition of certain assets of Neoprobe Cor.docx,C. Brendan Johnson,Bryan Cave LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Devicor Medical Products Inc acquisition of certain assets of Neoprobe Cor.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William J. Kelly Jr.,"Porter, Wright, Morris & Arthur, LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Fossil Group Inc and Misfit Inc merger.docx,Martin W. Korman,"Wilson Sonsini Goodrich & Rosati, Professional Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Fossil Group Inc and Misfit Inc merger.docx,NA,NA,Bradley L. Finkelstein,"Wilson Sonsini Goodrich & Rosati, Professional Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Fossil Group Inc and Misfit Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank F. Rahmani,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Frazier Healthcare Partners acquisition of stock of MedData Holding Co and.docx,Christian Nugent,Goodwin Procter LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Frazier Healthcare Partners acquisition of stock of MedData Holding Co and.docx,NA,NA,Jared Spitalnick,Goodwin Procter LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Frazier Healthcare Partners acquisition of stock of MedData Holding Co and.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roy Larson,McDermott Will & Emery LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Frazier Healthcare Partners acquisition of stock of MedData Holding Co and.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleary Gottlieb Steen & Hamilton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Halyard Capital acquisition of certain assets of Social Reality Inc.docx,David D’Urso,Akin Gump Strauss Hauer & Feld LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Halyard Capital acquisition of certain assets of Social Reality Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raul Silvestre,"Silvestre Law Group, P.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - IBERIABANK Corporation and First Private Holdings Inc merger.docx,Edward B. Crosland Jr.,Jones Walker LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - IBERIABANK Corporation and First Private Holdings Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark Haynie,"Haynie Rake Repass & Lowry, P.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - INTL FCStone Inc acquisition of equity interests of GX Clarke And Co.docx,Jeffrey R. Patt,Katten Muchin Rosenman LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - INTL FCStone Inc acquisition of equity interests of GX Clarke And Co.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark T. Shehan,Sidley Austin LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Kuvare US Holdings Inc acquisition of stock of United Life Insurance Compa.docx,David Grosgold,Debevoise & Plimpton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Kuvare US Holdings Inc acquisition of stock of United Life Insurance Compa.docx,NA,NA,Nicholas F. Potter,Debevoise & Plimpton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Kuvare US Holdings Inc acquisition of stock of United Life Insurance Compa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brian J. Fahrney,Sidley Austin LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Kuvare US Holdings Inc acquisition of stock of United Life Insurance Compa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean M. Carney,Sidley Austin LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - LeMaitre Vascular Inc acquisition of assets of Artegraft Inc.docx,NA,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - LeMaitre Vascular Inc acquisition of assets of Artegraft Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael Lerner,Lowenstein Sandler LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,Adam O. Emmerich,"Wachtell, Lipton, Rosen & Katz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,NA,NA,Benjamin M. Roth,"Wachtell, Lipton, Rosen & Katz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,NA,NA,NA,NA,Victor Goldfeld,"Wachtell, Lipton, Rosen & Katz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,NA,NA,NA,NA,NA,NA,NA,Arthur Cox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sanford E. Perl,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Mallinckrodt plc acquisition of stock of Ikaria Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark A. Fennell,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Newmont Mining Corporation acquisition of stock of AngloGold Ashanti (Colo.docx,Bruce D. Stocks,Davis Graham & Stubbs LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Newmont Mining Corporation acquisition of stock of AngloGold Ashanti (Colo.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richard Hall,"Cravath, Swaine & Moore LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Nippon Paper Industries Co Ltd acquisition of certain assets of Weyerhaeus.docx,Yoshinobu Fujimoto,Nishimura & Asahi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Nippon Paper Industries Co Ltd acquisition of certain assets of Weyerhaeus.docx,NA,NA,James Emerson,Nishimura & Asahi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Nippon Paper Industries Co Ltd acquisition of certain assets of Weyerhaeus.docx,NA,NA,NA,NA,Patrick Franke,Lane Powell PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Nippon Paper Industries Co Ltd acquisition of certain assets of Weyerhaeus.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrew Bor,Perkins Coie LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Nippon Paper Industries Co Ltd acquisition of certain assets of Weyerhaeus.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrew Moore,Perkins Coie LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Overstockcom Inc acquisition of assets of Cirrus Technologies LLC.docx,Thomas W. Adkins,Bracewell & Giuliani LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Overstockcom Inc acquisition of assets of Cirrus Technologies LLC.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stuart Moskovitz,"Law Offices of Stuart J. Moskovitz, Esq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Penn Virginia Corporation acquisition of certain assets of Hunt Oil Compan.docx,Justin T. Stolte,"Gibson, Dunn & Crutcher LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Penn Virginia Corporation acquisition of certain assets of Hunt Oil Compan.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not disclosed at signing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
056 - Perrigo Company Plc acquisition of stock of CP Kayak Holdings Inc and merg.docx,Sheryl Orr,"Morgan, Lewis & Bockius LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
